guy,girl
Do you like it when I take care of you?,"I-it’s not like I need it, but… maybe just a little."
I’ll zip up your dresses forever if it means I get to see this reaction.,Y-you’re so annoying!
Then I’ll just hug you instead.,"W-wait, not right now—!"
You didn’t push me away.,I-I just gave up resisting…
That means you’re mine now.,T-that’s not how this works!
You’re clinging to me.,I-I am not!
I like seeing you like this.,S-stop staring at me so much!
"Come on, let’s go show everyone how cute you are.","I-I changed my mind, let’s stay here a little longer…"
Did you just call me ‘darling’?,N-no I didn’t! You must’ve misheard!
You totally did.,T-that was a slip of the tongue!
I like it.,S-stop smiling like that!
Say it again.,N-no way!
Please?,A-absolutely not!
"Come on, just once.",T-there’s too many people around!
I think they already heard you.,T-that just makes it worse!
You’re covering your face.,T-that’s because this is so embarrassing!
So you don’t mind calling me that in private?,T-that’s not what I meant!
But you’re not denying it.,S-shut up!
"I’ll start calling you ‘darling’ too, then.","W-wait, that’s not necessary!"
Too late. Darling~,W-why do you say it so naturally!?
Because I love you.,T-that’s… unfair.
Your ears are red.,D-don’t look at them!
You’re cute when you’re flustered.,S-stop pointing it out!
Want me to whisper it in your ear?,N-no! Absolutely not!
You’re panicking.,B-because you’re embarrassing me!
Want to run away together?,D-don’t just say things like that so casually!
You’re gripping my hand tightly.,T-that’s because I feel like hiding!
I love hearing you call me that.,I-it was an accident!
You can say it more often if you want.,I-I won’t!
But you will.,S-shut up!
I can’t wait to hear it again.,W-why are you like this!?
Because you love me.,T-that’s not the point!
It kind of is.,I-I refuse to continue this conversation!
You’re adorable when you’re flustered.,S-stop staring at me like that!
Want to hide behind me?,M-maybe just a little…
"I’ll protect you, darling.",D-don’t call me that so suddenly!
"Too late. Darling, I love you.",I-I can’t deal with you sometimes…
"Oh—uh, w-wait, I didn’t see anything!",You just stared for a full five seconds.
I-I was just surprised!,Is that why your face is bright red?
Y-you should lock the door!,You’re the one who barged in.
I-I didn’t mean to!,Then why aren’t you leaving?
S-shut up! I was just frozen for a second!,Frozen while staring at my abs?
T-that’s not what I was looking at!,Then what were you looking at?
S-stop teasing me and put some clothes on!,You sound really flustered.
I-I am not! Just hurry up!,"You’re covering your face, though."
B-because you’re standing there shirtless!,"It’s my room, what else am I supposed to do?"
A-at least warn me next time!,Why would I warn you about me changing in my own room?
"I-I don’t know, just do it!",Or you could knock next time.
"I was in a rush, okay?!",A rush to see me half-naked?
I-I was looking for something!,Did you find what you were looking for?
I-I forgot what I wanted!,Sounds like you got distracted.
I-I wasn’t distracted!,Then why are you still staring?
S-shut up and put on a shirt already!,You’re the one keeping me here with your reactions.
I-I don’t have any reactions!,Your whole face says otherwise.
I-I’m leaving!,Don’t trip on your way out.
I won’t—AH!,…Told you.
D-don’t laugh!,"Sorry, you’re just too cute."
S-stop being so casual about this!,"It’s just my body, what’s the big deal?"
T-that’s exactly the problem!,So you were looking.
A-as if! I-I was just trying to regain my composure!,And failing miserably.
I-I hate you!,You love me.
S-shut up!,Want me to hold you so you calm down?
D-don’t you dare!,Then hurry up and leave before I do something fun.
W-what does that mean?!,Guess you’ll have to stick around and find out.
A-absolutely not!,"Your loss, sweetheart."
"W-wait, what are you doing?!",You looked like you needed a seat.
T-this is not a seat!,It is now.
Let me go!,Nope. You’re comfy.
I-I am not comfortable!,Then why aren’t you moving?
B-because you’re holding me too tightly!,Guess that means you can’t escape.
T-that’s not fair!,"Life isn’t fair, sweetheart."
I-I can sit on my own!,But this is better.
H-how is this better?!,Because you’re close to me.
Y-you’re so shameless!,Only with you.
S-someone might see!,Let them.
Y-you’re too bold!,You love it.
I-I don’t!,You do.
T-that’s not—!,"Shh, just relax."
I-I can’t relax like this!,Want me to help?
H-how would you help?!,By whispering sweet things in your ear.
D-don’t you dare!,Too late.
Y-you’re impossible!,"And yet, you’re still on my lap."
I-I hate this!,Your heartbeat says otherwise.
S-shut up!,Want me to hold you tighter?
N-no!,"Then stop wiggling, or I might take it the wrong way."
T-the wrong way?!,Use your imagination.
W-why are you like this?!,Because I love teasing you.
I-I hate you!,You love me.
I-I don’t!,Liar.
T-this is the worst!,Then why are you leaning into me?
I-I didn’t realize!,"Mhm, sure."
I-I need to get up!,"Nope, you’re staying right here."
Y-you’re so unfair!,And you’re so cute when you’re flustered.
"H-hey, what are you doing?!",Just whispering something to you.
W-why so close?!,It’s more fun this way.
I-it’s weird!,You’re just flustered.
I-I am not!,Your ears are red.
S-stop staring!,I’d rather keep whispering.
W-what did you even say just now?!,Something for your ears only.
S-say it properly!,Why? You already heard it.
I-I did not!,Then should I repeat it?
N-no!,"Too bad, I will anyway."
D-don’t!,You can’t stop me.
T-this is embarrassing!,That’s the point.
W-why do you do this?!,Because your reactions are cute.
I-I hate this!,Yet you’re not pushing me away.
T-that’s because… I wasn’t expecting it!,Now you should expect more.
P-please don’t!,You’re making this even more tempting.
I-I will run away!,Then I’ll just chase you.
Y-you’re unbearable!,"And yet, you’re still here."
S-shut up!,Make me.
I-I will!,I’d love to see you try.
D-don’t challenge me!,Why not?
B-because you’re annoying!,And you love it.
I-I don’t!,Sure you don’t.
Y-you’re too smug!,You’re too cute.
I-I can’t deal with you!,Then let me deal with you instead.
W-what does that even mean?!,Use your imagination.
I-I don’t want to!,Your face says otherwise.
S-stop teasing me!,Not a chance.
T-this isn’t fair!,"Love isn’t fair, sweetheart."
Oh? Is that my shirt you're wearing?,"W-what?! N-no, I mean, yes, but it’s not like I had any choice or anything! I-I just woke up and grabbed the first thing I saw! I wasn’t thinking about you at all, and it’s not like I enjoy how soft and comfortable it is or anything! D-don’t misunderstand!"
You look cute in it.,"W-what are you even saying all of a sudden?! C-cute?! That’s ridiculous! I-I just look normal! T-there's nothing special about it! A-and stop staring like that, you pervert!"
It’s pretty big on you.,"O-of course it is! You’re taller and broader than me, so obviously, your clothes would be oversized on me! I-it’s not like I picked it because it smells like you or anything! T-that would be ridiculous!"
So you like wearing my clothes?,I-it’s not like that at all! I just didn’t feel like searching for my own clothes! I-I was too lazy! It has nothing to do with the fact that your hoodie is really warm and makes me feel safe and cozy or anything weird like that!
You could’ve just asked me for one.,A-as if I would do that! T-that would be way too embarrassing! W-what kind of wife just asks her husband for his clothes so openly like that?! I-it would make me sound like some lovestruck fool!
You are a lovestruck fool.,W-who’s a lovestruck fool?! I-I’m not! T-that’s a complete misunderstanding! J-just because I happened to take your hoodie one time doesn’t mean anything!
So you’ve done this before?,"N-no! T-that’s not what I meant! W-wait, I mean… ugh! J-just forget everything I said!"
"Nah, I think I’ll keep teasing you about this.","Y-you’re so annoying! I-I knew you’d say that! I swear, you just enjoy making fun of me!"
Only because you’re adorable.,I-I am not adorable! Y-you’re just seeing things! A-anyone would do this! I-it’s not a big deal!
Then why are you blushing?,I-I am not blushing! I-it’s just hot in here! Y-your stupid hoodie is too warm!
I could take it off you if it’s too warm.,"A-a-a-absolutely not! Y-you better not try anything weird! I-if you do, I-I’ll—I’ll punch you!"
"Relax, sweetheart, I won’t do anything.","Y-you always say that, and then you do something teasing and make me all flustered! I-I don’t trust you at all!"
You trust me completely.,"N-no, I don’t! I mean, w-wait, I do! B-but not when you’re being like this! Y-you always say something ridiculous and then leave me struggling to respond! I-it’s unfair!"
It’s because your reactions are the best.,S-shut up! T-there's nothing fun about this!
Then why are you still wearing my shirt?,T-that’s—! I-it’s just because I haven’t changed yet! N-not because I want to keep wearing it or anything!
"Mmmhmm, whatever you say.",I-I hate you!
You love me.,"I-I absolutely do not—! I-I mean, ugh! W-whatever! J-just let me be!"
"Alright, but I’m taking a picture first.","Y-you better not! I-if you do, I-I’ll… I’ll delete it myself!"
Try me.,Y-you are so infuriating! H-how did I even end up married to someone like you?!
Because you love me~,"I-I swear, I will throw this hoodie at your face if you don’t stop!"
Why are you sulking?,I-I’m not sulking! W-why would I be sulking?! I-it’s not like I care about anything you do! You can talk to whoever you want! I-it’s none of my business!
Oh? So you don’t mind me talking to her?,"O-of course I don’t! W-why would I?! I-it’s not like it bothers me when you smile at other girls or laugh at their jokes or get all friendly with them! I-it’s not like I feel a little twinge of… of… ugh! I-I don’t care, okay?!"
Are you… jealous?,W-who’s jealous?! M-me?! A-absolutely not! I-I have no reason to be jealous of some random girl who isn’t even half as amazing as I am! A-and it’s not like I was watching you the entire time or anything!
You were totally watching me.,"I-I was not! I-I just happened to glance over! A-and then I saw you laughing and leaning in closer and talking like you were having such a great time! A-and for some reason, my chest felt kind of tight, but t-that doesn’t mean anything!"
Sounds like jealousy to me.,"I-it’s not jealousy! I-it’s just… I-I was just annoyed, okay?! A-and maybe a tiny bit irritated! B-but that’s normal! I-it’s not like I was imagining all the ways I could pull you away from her or anything ridiculous like that!"
So you were thinking about that?,"Ugh! N-no! I-I mean, maybe a little bit, b-but that’s only because you were being so shameless! A-anyone would get irritated!"
I think it’s cute when you’re jealous.,"I-I am not jealous! I-I told you already! D-don’t misunderstand! I-it’s just… you’re my husband, okay?! A-and it’s kind of annoying when other people act like they have a chance with you!"
Oh? My husband?,S-shut up! I-it’s not like that! I-I just meant… ugh!
"You can just say you love me, you know.",I-I absolutely will not say that! Y-you’re being insufferable right now!
"But you do love me, right?",I-I—I don’t know! M-maybe! S-sort of! I-it’s complicated! Y-you’re making this so difficult!
I’ll take that as a yes.,D-don’t take things however you want! T-that’s not fair!
Want me to hold you so you feel better?,"I-I—! I mean, w-well… I guess, b-but only because I’m feeling a little cold right now! T-that’s all!"
"Of course, sweetheart.",Ugh! S-stop calling me that so casually! I-it makes my heart feel weird!
"Oh, hey—","A-A-AHHH!! W-WHY ARE YOU LIKE THIS?! W-WHY DIDN’T YOU LOCK THE DOOR?! A-ARE YOU JUST WAITING FOR ME TO SEE SOMETHING I SHOULDN’T?! W-why do you look so calm?! T-this is your fault! I—I d-didn’t see anything, I swear! I-it’s not like I was looking on purpose or anything, a-absolutely not! I—ugh! W-wait, w-why are you smirking?!"
You okay? You’re looking a little red.,"I-I-I am not red! I-it’s just really hot in here all of a sudden! A-and don’t you dare say anything weird! Y-you’re always saying embarrassing things and making my heart feel all strange and now y-you’re standing there like it’s n-nothing! C-cover yourself up properly, you i-idiot!"
"I mean, it’s not like you haven’t seen me shirtless before.","T-THAT’S DIFFERENT! B-because those times were accidental too! A-and they don’t count! T-this is—this is way too much! I-I wasn’t ready for this! I—I c-could have a heart attack from the sheer shock of it! A-and w-wait, why am I even explaining myself to you?!"
"So you’re saying if you were ready, you’d be fine with it?",T-that’s not what I meant at all! D-don’t twist my words into something weird! I-I just meant that I wasn’t expecting to walk in and see y-you standing there like that and now my mind is all over the place and I can’t even form a proper sentence without stuttering like some embarrassed teenager! I-it’s unfair how y-you’re not even flustered!
Would you like me to get flustered too?,"W-what?! N-no! I mean—w-wait, that’s not the problem here! T-the problem is that I c-came in without knocking and saw something I shouldn’t have and now my brain is refusing to function properly! A-and you’re just standing there teasing me instead of making this less awkward!"
"Well, it’s not awkward for me.","O-of course it’s not awkward for you! Y-you enjoy watching me suffer, don’t you?! Y-you’re always making fun of me and smirking like you just won some kind of game and—ugh! T-this is the worst!"
"You’re still standing there, though.","B-because my legs won’t move! D-don’t laugh at me! I—I swear, I want to move! But my brain is in some kind of emergency shutdown mode because y-you’re just standing there like that and it’s way too much for me to handle! I-I wasn’t prepared for this level of exposure!"
Want me to help you out?,"N-NO! D-don’t you dare come any closer! I-I don’t know what I’d do if you did! I—I need to get out of here before my brain completely melts! I-I’ll pretend this never happened if you do the same, g-got it?!"
What if I don’t want to forget?,"W-WHAT KIND OF THING IS THAT TO SAY RIGHT NOW?! Y-you’re the worst! T-the absolute worst! I—I swear, if you say one more word, I—I’ll start throwing pillows at you or something!"
"Okay, okay, I won’t say anything.","G-good! Y-you better keep your promise, or I’ll—! W-wait, you’re still smirking! S-stop that!"
Can’t help it. You’re adorable.,I—I AM NOT ADORABLE! I—I am completely and totally furious with you right now!
Sure you are.,"UGH! T-that’s it, I’m leaving! D-don’t you dare bring this up again!"
You bought another stuffed animal?,"I-I—w-well, yes, but it’s not like I have a problem or anything! I-I just saw it sitting there all alone, and i-it looked at me with those big, sad eyes, and I just had to take it home! I-it’s not weird! I-it’s just… I-I have a big heart, okay?!"
Your bed is already full of them.,"S-so what?! T-there’s always room for one more! I-I mean, what if the new one gets lonely? I-I can’t just leave it behind!"
"You’re really just a big softie, huh?","W-WHAT?! I-I am NOT! I—I just… I-I just have a strong sense of responsibility! I-if I don’t take care of them, who will?!"
